Batch size,Mean indexing time (s),Indexing time 95% confidence interval (s)
1,45.7636666666667,1.19888789449061
2,36.9416666666667,0.876606049718326
4,36.8813333333333,0.85864195597415
8,33.3113333333333,1.27707124955836
16,29.3703333333333,0.977370672159861
32,44.652,2.00422042837646
