image_id,id,rank,duration_s
453634,28350,44,0.1508776
228214,28477,2,0.0899086
96549,28520,,0.13690755
210502,28738,3,0.120791614
187513,28968,2,0.13775489
201775,29195,51,0.13699394
570736,29391,41,0.08685393
298396,29483,4,0.13248649
552883,29570,17,0.13503405
187513,29607,79,0.13752419
201775,29720,8,0.086690284
228214,29962,1,0.09816971
201775,30110,7,0.11084454
391375,30345,1,0.12868075
228214,30367,30,0.114499845
187513,30486,1,0.07196169
210502,30493,3,0.099487625
201775,30641,30,0.10509649
201775,30707,37,0.11272112
557501,30830,46,0.08908015
298396,31025,1,0.13387294
557501,31421,6,0.14004396
298396,31469,9,0.08706165
228214,31651,3,0.120343454
435880,31701,3,0.1225147
44652,31739,9,0.10304412
555050,32095,,0.11209081
391375,32157,38,0.09881058
453634,32598,20,0.10488808
555050,32809,5,0.11552961
391375,32820,18,0.12720723
466085,32967,3,0.110157795
391375,33072,5,0.14546356
44652,33182,7,0.09575948
210502,33262,2,0.12576704
435880,33363,31,0.13844235
557501,33461,75,0.06869792
557501,33746,11,0.1252192
391375,33765,7,0.12727143
298396,33809,5,0.14100505
466085,33834,5,0.11087759
555050,33895,90,0.16054055
557501,33929,5,0.09296637
555050,34471,50,0.10677348
442009,34664,24,0.125649
442009,34943,52,0.07505116
96549,35288,1,0.100411795
127987,35494,54,0.10534737
555050,35923,14,0.087936915
127987,35938,,0.10132819
453634,36030,10,0.08182184
435880,36039,17,0.122314
127987,36772,,0.16123171
453634,37275,8,0.13064934
187513,37446,,0.09408943
435880,37728,27,0.12049413
453634,38283,21,0.08039582
466085,38955,10,0.1574031
368335,39043,19,0.08450091
435880,39849,17,0.13785341
423798,39861,4,0.11109363
140420,40158,1,0.12922947
466085,40179,1,0.10982544
204186,40309,,0.15014453
466085,40566,1,0.080466226
442009,40865,2,0.06790774
368335,40888,1,0.084153034
442009,41078,78,0.11232815
368335,41113,4,0.14497037
140420,41184,1,0.10116603
442009,41441,60,0.07564162
423798,41445,2,0.09580036
127987,41866,8,0.122529544
40471,41869,1,0.10220912
10363,42156,26,0.0969267
173008,42644,3,0.09655165
140420,42675,3,0.10583859
10363,42954,7,0.11031937
127987,42985,,0.071886435
368335,43048,2,0.11211089
204186,43060,3,0.11139312
173008,43283,1,0.10675422
140420,43542,1,0.14485234
452793,43667,,0.086801864
204186,43843,,0.08702585
10363,43968,2,0.11781732
456865,44037,25,0.11548606
504711,44065,10,0.099306494
288584,44078,3,0.12638064
456865,44178,24,0.09055489
423798,44241,4,0.08059222
504711,44320,4,0.12592897
173008,44378,30,0.11449885
288584,44552,9,0.1106762
140420,45078,1,0.115887664
456865,45312,54,0.1413569
204186,45322,3,0.14006616
551304,45495,,0.0885973
452793,45701,84,0.15996313
368335,45775,1,0.11986293
456865,45864,46,0.12913667
423798,45867,3,0.1255887
504711,45988,3,0.1353095
276284,46193,3,0.10514382
173008,46433,9,0.15288998
103548,46501,67,0.08425677
226408,46652,2,0.17535141
551304,46689,48,0.15245074
40471,46879,2,0.16843043
40471,47137,1,0.08119064
173008,47222,4,0.10515018
10363,47370,6,0.13685827
558073,47407,19,0.13195075
288584,47795,2,0.14869088
288584,47924,1,0.12172325
558073,47929,14,0.13200362
558073,48304,19,0.12328512
423798,48510,2,0.07977363
456865,48627,51,0.13242519
40471,48943,2,0.19217955
452793,49112,48,0.14710926
288584,49130,4,0.067082375
558073,49285,18,0.0772591
452793,49343,65,0.13119052
551304,49494,,0.17909698
10363,50337,4,0.14579321
102411,50819,2,0.14438564
48924,50937,1,0.16574664
551304,50949,,0.15200056
230008,51216,1,0.16657321
102411,51386,4,0.1252764
40471,51424,1,0.13588294
204186,51538,53,0.0881893
48924,51723,1,0.11952987
181666,51751,39,0.165618
48924,51858,1,0.10853816
551304,52026,,0.12190758
48924,52380,1,0.15997428
181666,52711,5,0.11723327
48924,52740,2,0.10562386
558073,52927,42,0.11287827
452793,53393,71,0.13561706
181666,53860,1,0.08591288
504711,54109,3,0.13585843
181666,54145,3,0.12003289
543047,54215,91,0.104161724
181666,55096,22,0.12442587
230008,55596,1,0.13023616
230008,55608,1,0.09540482
504711,55705,4,0.09739887
102411,56807,2,0.06651911
230008,57060,1,0.07261498
565391,57071,10,0.115389384
565391,57302,8,0.109070785
485802,59664,9,0.10425162
543047,59777,73,0.07323092
86220,59845,58,0.13289805
276284,59876,1,0.15180041
543047,59897,39,0.14928156
565391,59927,6,0.10709419
543047,59957,18,0.101365134
276284,60008,2,0.11307615
86220,60310,,0.14161985
230008,60801,1,0.16841581
412894,60806,37,0.07527135
103548,60988,3,0.10814217
102411,61028,2,0.11460207
412894,61205,,0.10781999
86220,61306,,0.10751346
485802,61341,3,0.09390148
485802,61404,37,0.11495176
543047,61526,,0.11352147
485802,61905,7,0.14204937
99054,61954,29,0.0839782
26564,61967,10,0.07134184
102411,62159,1,0.07921463
276284,62513,1,0.13281167
86220,62809,1,0.12957674
485802,63135,4,0.0691509
26564,63593,68,0.11920026
276284,63770,2,0.098335326
26564,63953,17,0.12825735
86220,64471,21,0.13555318
412894,64487,91,0.105850115
99054,64555,32,0.09992472
565391,64727,,0.10314638
99054,64750,24,0.13653243
26564,65387,16,0.10182184
99054,65761,38,0.13508035
103548,65887,4,0.13388501
26564,66011,5,0.12823375
103548,66028,4,0.1270815
62025,67119,41,0.1289995
489091,67122,58,0.06741666
99054,67558,2,0.13900763
103548,67687,20,0.072131835
155154,67736,31,0.096819974
489091,67764,9,0.10328769
412894,67910,55,0.10444888
155154,68021,5,0.11245032
565391,68894,8,0.11073277
71711,68948,1,0.13219875
489091,69090,38,0.111678705
152771,69388,1,0.086933784
437392,69484,5,0.1475225
437392,69562,2,0.0747882
155154,70292,88,0.10384378
62025,70485,60,0.13158876
571804,70521,100,0.13755563
78404,70600,1,0.09169233
155154,70739,1,0.11166802
308631,70908,16,0.1489949
78404,71032,2,0.1074928
489091,71331,27,0.0958769
412894,71627,,0.09121811
62025,71652,,0.07157163
489091,71745,41,0.1336375
423971,71900,22,0.122054994
423971,71924,66,0.10374802
304560,72009,1,0.11759698
152771,72472,1,0.09598824
571804,72558,1,0.08933048
71711,72875,2,0.08743659
71711,72914,4,0.10415653
571804,73044,,0.10647012
62025,73071,52,0.082172945
221708,73240,69,0.09583173
437392,73339,4,0.09995456
62025,73377,37,0.09321202
155154,73388,1,0.12540706
308631,73653,71,0.13395879
437392,73693,40,0.105637185
437392,73825,9,0.09114233
304560,74130,100,0.11266601
152771,74185,8,0.10803465
308631,74820,51,0.11612961
571804,75162,,0.10472497
571804,75555,,0.102825075
71711,75935,3,0.101015955
26204,75979,48,0.117319226
221708,76267,3,0.11145061
85576,76287,23,0.15438302
85576,76602,24,0.07167718
85576,76767,9,0.10478163
304560,76812,1,0.08543485
423971,76925,,0.10561002
85576,77355,2,0.0754149
85576,77508,21,0.084426336
423971,77651,77,0.1221261
423971,77732,,0.13764651
71711,78653,20,0.1432639
153217,78749,1,0.079162695
304560,79362,1,0.09554315
308631,79530,18,0.06680626
304560,79596,7,0.08720507
308631,80049,13,0.11543951
152771,80086,10,0.068355985
78404,80401,1,0.077421606
221708,81169,13,0.09219702
270066,81302,,0.1078891
152771,81565,10,0.10978203
348708,81710,7,0.09346249
26204,82087,3,0.1277162
221708,82096,3,0.088456705
153217,82346,1,0.13748541
221708,82426,2,0.06698422
153217,82805,1,0.08420752
78404,82897,1,0.122178495
153217,82901,1,0.11306762
26204,82933,15,0.115027726
224051,82985,2,0.099423155
270066,83057,21,0.10540875
163746,83059,1,0.08081628
382122,83060,7,0.1156135
153217,83162,1,0.10953662
348708,83429,6,0.1082963
163746,83431,71,0.10204041
382122,83432,6,0.105766125
348708,83639,3,0.066965155
270066,83855,13,0.11230689
348708,84386,16,0.074973375
78404,84466,,0.103429005
270066,84554,32,0.12567416
26204,84640,22,0.09989752
270066,84824,64,0.15599464
571857,85001,1,0.07698043
209747,85477,3,0.07795667
26204,85528,50,0.1703881
348708,85604,1,0.087139495
163746,85903,1,0.07232329
382122,85904,18,0.10358099
224051,85913,8,0.117264494
575205,86353,1,0.09514716
224051,86705,1,0.12548175
163746,86767,3,0.1110897
382122,86768,56,0.087649345
571857,87740,,0.10292273
163746,88102,,0.111532494
382122,88103,59,0.09820282
17379,88183,1,0.12329577
55002,88270,11,0.12888816
575205,88519,2,0.09097725
571857,89288,5,0.08750491
55002,89641,16,0.06629014
575205,89815,1,0.10775412
575205,89887,2,0.09085216
209747,90103,1,0.10047624
224051,90395,1,0.09669584
571857,90485,67,0.08024429
209747,90973,2,0.08651456
202228,91308,19,0.13470669
194832,91534,12,0.11634008
147518,92043,21,0.108047806
209747,92122,,0.077225015
194832,92569,2,0.097327136
575205,92644,4,0.13542041
17379,92875,2,0.1337877
147518,93225,16,0.12362843
224051,93257,1,0.091044925
202228,93483,40,0.08297099
209747,93556,8,0.15287295
147518,94254,27,0.09036439
194832,94354,1,0.08924308
202228,95112,12,0.12454651
194832,95656,1,0.09686758
3661,95784,4,0.10741959
202228,95973,12,0.10334089
55002,96055,1,0.11936019
55002,96529,15,0.11302923
17379,97108,1,0.12505063
147740,97116,1,0.13296771
194832,97279,2,0.10189481
243204,97929,4,0.11831221
571857,98324,3,0.079839975
368900,98509,4,0.08078221
147518,98883,7,0.072247244
147740,98919,1,0.09534657
147518,99099,67,0.09995146
368900,99142,9,0.118225195
147740,99396,1,0.08419344
55002,99496,25,0.089978315
214192,100329,2,0.094411395
17379,100348,1,0.116949245
368900,100372,1,0.1018666
134096,100570,5,0.10107389
17379,100684,1,0.090445064
441586,100705,17,0.110865384
243204,100875,1,0.12129726
147740,101244,1,0.09192586
134096,101329,6,0.09835704
214192,101382,28,0.11654403
368900,101506,1,0.11416738
425221,101633,15,0.080751635
3661,101682,6,0.121615745
147740,102039,1,0.08874316
214192,102447,11,0.09399535
163155,102762,19,0.13523038
134096,103207,5,0.11282474
134096,103387,4,0.10399853
216497,103531,,0.13229465
368900,104038,19,0.11586224
515266,104375,64,0.107951306
360564,104523,31,0.10840451
90631,106019,37,0.093479216
427338,106595,1,0.1273089
58705,106845,32,0.066507295
441586,107221,3,0.09717826
360943,107232,1,0.11061347
425221,107234,1,0.10604637
302760,107392,69,0.13604428
252219,107395,89,0.10038156
214192,107862,,0.108653784
313182,108400,5,0.10558967
216497,108418,38,0.095842175
98520,108655,31,0.07195671
252219,109132,10,0.14526348
354072,109157,46,0.15170941
206135,109351,1,0.118792534
214192,109944,16,0.118524276
163155,109962,14,0.09153426
308799,109987,62,0.09937897
425221,110435,2,0.081528075
163155,110649,15,0.105757296
308799,110659,82,0.08912311
206135,111064,7,0.09779853
252219,111433,19,0.09644561
243204,112014,1,0.107114755
98520,112339,64,0.151454
441586,112654,22,0.14882277
216497,112720,24,0.11357443
205514,112901,6,0.09770019
537812,113211,47,0.13020486
90631,113339,33,0.09820089
202228,113418,7,0.105195634
284623,113580,5,0.10613012
163155,113922,63,0.11148861
537812,114024,2,0.10081675
308799,114166,,0.13369326
163155,114174,9,0.1337865
252219,114199,3,0.06772758
313182,114340,4,0.11443796
252219,114511,37,0.09633563
354072,114767,4,0.077893846
360564,114822,37,0.09768476
284623,114831,8,0.077193126
243204,114846,11,0.08620951
206135,115039,1,0.10950216
90631,115136,4,0.15846872
537812,115161,1,0.08386778
136355,116326,1,0.10654603
515266,116705,1,0.1527275
216497,116851,89,0.08436883
537812,117444,15,0.07883574
1761,117569,2,0.1075197
515266,118244,,0.10450889
3661,118293,2,0.11119688
360943,118551,34,0.12613337
1761,118580,14,0.114506274
134096,118708,4,0.094669335
243204,118731,85,0.14158143
354072,118766,29,0.13274866
425221,118952,1,0.10617176
425221,118988,22,0.12939107
267351,119143,4,0.10339561
441586,119284,8,0.10730341
308799,119371,,0.09849885
1761,119546,1,0.08029307
98520,119638,4,0.13027185
441586,119737,5,0.14008653
3661,119931,8,0.14262725
357567,119990,92,0.08032701
3661,120021,6,0.11092632
284623,120195,5,0.11038805
267351,120292,12,0.12973386
537812,120417,25,0.14364073
308799,121102,,0.10538533
267351,121297,4,0.120743595
58705,121587,16,0.1233635
216497,121927,95,0.14116463
205514,121964,,0.09629736
360564,122187,18,0.11585675
354072,122678,4,0.1417446
360564,123264,17,0.13271786
221502,123776,53,0.110604495
136355,123829,6,0.16633846
1761,123905,2,0.12197847
1761,123944,5,0.14246948
267351,124333,1,0.076670855
211825,124680,1,0.11110729
58705,124827,16,0.12479387
211825,124845,1,0.13736096
357567,124895,14,0.0877846
382734,125942,11,0.0912281
267351,126355,18,0.1596027
515266,126401,65,0.09347575
360943,126438,1,0.124038115
456394,126610,28,0.11940256
553776,127493,3,0.08171904
553776,127682,2,0.13182291
332455,127734,1,0.12985058
58705,127896,,0.13868378
465179,128196,18,0.12405578
284623,128814,5,0.082974374
98520,128893,24,0.09047653
465179,129069,3,0.13023199
553776,129362,9,0.10569405
98520,129517,38,0.09942203
571718,129547,4,0.1256806
332455,129825,,0.117368415
515266,129992,,0.09368011
332455,130047,1,0.09411823
527220,130118,,0.092264414
554002,130474,1,0.12062962
465179,130602,1,0.086624324
427338,130715,29,0.13354558
357567,130757,33,0.10568071
456394,130975,2,0.129386
554002,131056,1,0.14146873
313182,131080,6,0.10870487
360564,131154,32,0.110917956
211825,131259,1,0.110548764
553776,131495,1,0.13370447
571718,131959,1,0.15078461
427338,132245,,0.10914907
553776,132545,1,0.16202164
427338,132569,85,0.08646747
205514,132731,70,0.108229116
527220,133025,1,0.0828979
354072,133247,16,0.09776503
357567,133424,5,0.101524
211825,133428,1,0.076390445
122217,133434,1,0.07314357
456394,133636,,0.08167554
465179,133728,1,0.09032358
465179,133767,1,0.0972855
456394,133945,57,0.15118314
456394,134248,3,0.129886
571718,134410,8,0.08900685
211825,134928,1,0.10573708
284623,134979,3,0.12651877
206135,135823,1,0.14027333
122217,136170,1,0.0882939
571718,136507,2,0.11238786
168337,136635,2,0.1120353
122217,137943,12,0.111957
58705,139221,,0.09190676
302760,139294,58,0.14654884
122217,140499,1,0.11855889
23272,140667,,0.11686431
368940,140717,,0.122601554
313182,140809,8,0.14298445
205514,141356,36,0.11317931
23272,141432,,0.06527001
481573,141833,,0.13785847
23272,142101,5,0.12187617
122217,142149,1,0.14308964
23272,142329,9,0.08372533
313182,142504,63,0.11161318
382734,142550,29,0.14196526
168337,142653,3,0.08090449
481573,142661,85,0.10122159
168337,142815,2,0.15658283
360943,142944,1,0.119948536
23272,142965,,0.15332568
168337,143253,3,0.07089459
168337,143265,18,0.07310851
368940,143489,97,0.096351795
332455,143769,1,0.09357403
542089,143948,26,0.091928765
382734,144005,58,0.098006696
90631,144317,15,0.10221782
302760,144382,59,0.074230105
136355,144466,1,0.081878506
427338,144476,,0.1163176
571718,144478,4,0.07248029
165681,145074,4,0.110247634
165681,145200,1,0.08403872
368940,145340,100,0.1458507
360943,145674,2,0.10378836
382734,145841,35,0.103397526
357737,146035,31,0.104562
357737,146197,21,0.13814141
67213,146258,,0.10252073
332455,146298,1,0.06886499
481573,146327,,0.12111093
222825,146649,26,0.08688374
170893,146852,3,0.08584211
357737,147022,81,0.06280997
357737,147373,8,0.09779739
107087,147561,1,0.093121044
107087,147984,1,0.10788801
366884,147995,,0.11682905
107087,148317,1,0.10486065
555597,149093,30,0.068680674
542089,149495,18,0.09454345
368940,149624,1,0.06676882
357567,149786,3,0.084791616
139099,150093,35,0.106805824
382734,150428,23,0.123668686
357737,151084,76,0.089548625
542089,151127,78,0.095097855
165681,151923,1,0.102751486
139099,151983,3,0.108372726
481573,152279,,0.121073775
90631,152702,12,0.1550457
139099,152829,20,0.16733964
144114,153350,55,0.16962096
139099,153930,25,0.14007248
255917,154012,,0.105858766
527220,154142,2,0.12622805
302760,154225,,0.12232807
481573,154232,,0.15424998
205514,154253,24,0.169701
67213,154613,76,0.14527391
368940,154967,58,0.10062921
165681,155097,2,0.15500017
170893,155228,2,0.08801253
139099,155331,33,0.08094745
30828,156046,1,0.06864303
554002,156061,2,0.10616753
107087,156231,2,0.11240136
542089,156398,84,0.116302595
107087,156546,1,0.11181273
542089,156719,65,0.1404175
30828,156844,2,0.09722504
165681,157050,2,0.087317675
67213,157430,27,0.10462131
30828,158251,7,0.08472248
170893,158549,2,0.11043084
170893,158714,2,0.14077762
206135,158965,6,0.13902436
170893,159191,2,0.14257835
163562,159236,96,0.1109439
30828,159259,4,0.07842225
21839,159770,47,0.07621356
555597,159782,2,0.11136407
163562,159962,1,0.06993002
555597,160019,31,0.13310911
555597,160034,7,0.09689776
21839,160349,30,0.08648593
555597,160466,78,0.10277469
251065,160474,1,0.13906969
522751,160780,36,0.07330297
30828,161119,1,0.0875999
527220,161876,,0.14062285
522751,161986,12,0.13136242
522751,162232,,0.105092324
302760,162388,,0.15505478
213816,162431,34,0.1503925
163562,162791,,0.1431245
522751,162850,43,0.13075438
163562,163061,7,0.12252783
213816,163235,8,0.10893978
522751,163507,4,0.10756082
221502,163520,66,0.13426171
435003,163640,45,0.10390586
307145,165021,34,0.08722549
281032,165219,1,0.09303669
404484,165228,1,0.105814986
404484,165357,1,0.08551485
527220,165377,12,0.121893875
435003,165917,27,0.094800554
67213,166139,90,0.13141048
554002,166249,1,0.08742098
281032,166557,25,0.0948134
213816,166787,5,0.09669809
21839,167075,36,0.114500895
307145,167322,22,0.075722516
227044,167386,2,0.08164546
404484,167751,1,0.082502976
435003,167840,45,0.10487882
281032,168051,,0.11411781
163562,168317,6,0.10623606
307145,168426,2,0.13263042
435003,168482,53,0.101370946
281032,168831,6,0.08400962
2532,169315,1,0.10277428
156071,169348,,0.08574903
127182,169458,39,0.09144695
21839,169496,79,0.09755107
251065,169585,52,0.13921414
491090,169865,37,0.07637637
213816,170102,5,0.11788656
356387,170291,22,0.1273704
213816,170351,8,0.09255604
307145,170373,,0.1260518
366884,170870,87,0.16058092
227044,171379,4,0.08021335
130826,171485,1,0.08098546
472623,171775,2,0.12039249
481404,172023,21,0.1336742
194875,172083,11,0.12171195
472623,172360,1,0.1282544
227044,172474,18,0.13293576
307145,172956,16,0.10083177
251065,173362,2,0.12907518
25096,173604,1,0.11564016
136355,173674,1,0.093457215
227044,173752,19,0.10594609
194875,173889,1,0.1231009
251065,174520,3,0.13057315
491090,174560,10,0.12030135
366884,174569,,0.15388447
221502,174953,28,0.12466746
485895,175693,1,0.0967423
243495,175726,16,0.097553104
472623,175846,17,0.106151424
366884,175865,3,0.12113897
227044,175882,1,0.1054924
156071,176107,,0.08140388
384850,176156,24,0.10043856
356387,176183,2,0.106215194
472623,176257,4,0.07713884
2532,176413,14,0.09826627
21839,176678,9,0.13380377
384850,176828,,0.1355242
491090,176885,27,0.100526
435003,177335,25,0.16247386
127182,177543,20,0.17417051
384850,177674,24,0.107898176
554002,177781,22,0.1139634
485895,178054,1,0.11269395
67213,178091,42,0.1280738
491090,178460,,0.1326314
2532,178633,8,0.109611824
53505,178815,21,0.104394555
2532,178816,6,0.11102724
356387,179261,5,0.14626038
485895,179710,1,0.107830994
366884,179909,,0.15298869
491090,180092,,0.10296
146667,180163,,0.12891966
146667,180394,,0.14120968
127182,180678,16,0.12935743
531707,180779,1,0.10750665
281032,180858,4,0.11032163
31817,180920,17,0.15131499
384850,180980,3,0.15520553
356387,180995,15,0.16546953
536343,181175,79,0.17402023
156071,181621,,0.07921036
472623,182098,1,0.14373867
25096,182115,1,0.10542068
29187,182292,25,0.094819635
384850,182474,29,0.082704
31817,182906,13,0.096489765
222825,183141,32,0.14658445
485895,183280,1,0.13226439
31817,183287,1,0.14018832
402346,184130,,0.15587184
2532,184681,14,0.0917491
53505,184698,11,0.1156371
144114,184715,13,0.12024409
402346,184778,1,0.14927721
53505,184986,60,0.06575195
458768,185081,43,0.13106905
31817,185222,15,0.12960105
531707,185231,1,0.16164435
531707,185285,1,0.16124025
130826,185306,2,0.14956099
458768,185387,49,0.16104567
356387,185552,20,0.10488241
481404,185586,13,0.08314443
156071,185602,98,0.12254882
531707,185792,1,0.069028795
404484,185811,5,0.08543818
18737,185908,2,0.15801963
53505,186030,8,0.1241688
293044,186062,12,0.14706008
146667,186085,,0.13206151
156071,186241,,0.13922136
130826,186284,1,0.09757763
45229,186335,23,0.14947802
212453,186574,30,0.14800742
458768,186677,70,0.14533618
146667,186814,1,0.1469558
458768,186938,80,0.1295173
570782,187008,12,0.11029699
481404,187026,,0.16338693
18737,187963,2,0.12269373
404484,188322,1,0.11946823
127182,188415,38,0.08498085
531707,188567,1,0.10410207
212453,188668,,0.06678589
194875,188781,9,0.08143735
194875,188820,15,0.1701667
69213,189060,4,0.09294843
127182,189150,65,0.1175922
520324,189234,23,0.12569492
455624,189493,,0.09456597
481404,189789,,0.13317563
25096,189936,1,0.13351709
408112,190460,87,0.08423878
458768,190649,73,0.07957481
53505,190914,55,0.099280804
146667,190915,3,0.1314346
212453,190936,50,0.09228627
31817,191258,9,0.13059483
255917,192106,,0.11380683
297578,192213,2,0.1008364
485895,192331,1,0.11346474
520324,192480,19,0.12621847
408112,193073,15,0.1335444
18737,193174,2,0.08888168
130826,193295,1,0.16089587
286907,193401,14,0.087890826
18737,193414,43,0.13565007
130826,193826,1,0.10918218
553094,193885,78,0.13950256
297578,194286,2,0.12189741
194875,194475,1,0.10268463
255917,194485,,0.13727243
243495,195091,22,0.1213034
18737,195274,2,0.15635929
455624,195349,9,0.13373898
25096,195453,1,0.09713554
221502,195569,70,0.14396232
212453,195595,54,0.10698069
251065,195775,6,0.13508834
243495,195874,34,0.09894242
414510,196417,23,0.10294193
45229,196715,9,0.110607095
553094,196984,28,0.12447933
481404,197100,4,0.09654314
221502,197123,37,0.09638327
243495,197203,12,0.08517768
536343,197273,24,0.108399525
29187,197295,93,0.09957471
69213,197682,43,0.0888828
25096,197853,1,0.09924883
29187,197889,65,0.12268578
70774,198053,90,0.098109424
255917,198376,,0.06918343
536343,198680,62,0.14127398
15272,198755,2,0.14132103
29187,199002,76,0.12072539
553094,199225,10,0.11270941
152120,199240,16,0.11658676
70774,199394,1,0.11283554
286907,199497,1,0.10594444
297578,199509,1,0.10038075
455624,199579,96,0.09759574
144114,199691,72,0.122333296
297578,199935,4,0.07325893
441247,200307,51,0.09487218
212453,200806,32,0.10113163
