timestamp, utilization.gpu [%], memory.used [MiB]
2023/04/19 14:40:09.786, 93, 2334
2023/04/19 14:40:09.986, 93, 2334
2023/04/19 14:40:10.187, 93, 2334
2023/04/19 14:40:10.388, 93, 2334
2023/04/19 14:40:10.588, 93, 2334
2023/04/19 14:40:10.789, 93, 2334
2023/04/19 14:40:10.990, 92, 2334
2023/04/19 14:40:11.190, 92, 2334
2023/04/19 14:40:11.391, 92, 2334
2023/04/19 14:40:11.591, 92, 2334
2023/04/19 14:40:11.792, 92, 2334
2023/04/19 14:40:11.993, 92, 2334
2023/04/19 14:40:12.194, 92, 2334
2023/04/19 14:40:12.395, 92, 2334
2023/04/19 14:40:12.596, 92, 2334
2023/04/19 14:40:12.796, 92, 2334
2023/04/19 14:40:12.997, 92, 2334
2023/04/19 14:40:13.198, 92, 2334
2023/04/19 14:40:13.398, 92, 2334
2023/04/19 14:40:13.599, 92, 2334
2023/04/19 14:40:13.800, 92, 2334
2023/04/19 14:40:14.000, 91, 2334
2023/04/19 14:40:14.201, 91, 2334
2023/04/19 14:40:14.402, 91, 2334
2023/04/19 14:40:14.603, 91, 2334
2023/04/19 14:40:14.803, 91, 2334
2023/04/19 14:40:15.005, 91, 2334
2023/04/19 14:40:15.206, 91, 2334
2023/04/19 14:40:15.406, 91, 2334
2023/04/19 14:40:15.607, 91, 2334
2023/04/19 14:40:15.808, 91, 2334
2023/04/19 14:40:16.009, 92, 2334
2023/04/19 14:40:16.210, 92, 2334
2023/04/19 14:40:16.410, 92, 2334
2023/04/19 14:40:16.611, 92, 2334
2023/04/19 14:40:16.812, 92, 2334
2023/04/19 14:40:17.012, 93, 2334
2023/04/19 14:40:17.213, 93, 2334
2023/04/19 14:40:17.414, 93, 2334
2023/04/19 14:40:17.614, 93, 2334
2023/04/19 14:40:17.815, 93, 2334
2023/04/19 14:40:18.016, 92, 2334
2023/04/19 14:40:18.217, 92, 2334
2023/04/19 14:40:18.418, 92, 2334
2023/04/19 14:40:18.619, 92, 2334
2023/04/19 14:40:18.820, 92, 2334
2023/04/19 14:40:19.023, 93, 2334
2023/04/19 14:40:19.224, 93, 2334
2023/04/19 14:40:19.427, 93, 2334
2023/04/19 14:40:19.628, 93, 2334
2023/04/19 14:40:19.829, 93, 2334
2023/04/19 14:40:20.030, 93, 2334
2023/04/19 14:40:20.231, 93, 2334
2023/04/19 14:40:20.431, 93, 2334
2023/04/19 14:40:20.633, 93, 2334
2023/04/19 14:40:20.834, 93, 2334
2023/04/19 14:40:21.035, 92, 2334
2023/04/19 14:40:21.235, 92, 2334
2023/04/19 14:40:21.436, 92, 2334
2023/04/19 14:40:21.637, 92, 2334
2023/04/19 14:40:21.837, 92, 2334
2023/04/19 14:40:22.038, 92, 2334
2023/04/19 14:40:22.239, 92, 2334
2023/04/19 14:40:22.439, 92, 2334
2023/04/19 14:40:22.640, 92, 2334
2023/04/19 14:40:22.841, 92, 2334
2023/04/19 14:40:23.042, 92, 2334
2023/04/19 14:40:23.244, 92, 2334
2023/04/19 14:40:23.446, 92, 2334
2023/04/19 14:40:23.648, 92, 2334
2023/04/19 14:40:23.850, 92, 2334
2023/04/19 14:40:24.051, 92, 2334
2023/04/19 14:40:24.254, 92, 2334
2023/04/19 14:40:24.456, 92, 2334
2023/04/19 14:40:24.658, 92, 2334
2023/04/19 14:40:24.860, 92, 2334
2023/04/19 14:40:25.061, 92, 2334
2023/04/19 14:40:25.264, 92, 2334
2023/04/19 14:40:25.466, 92, 2334
2023/04/19 14:40:25.667, 92, 2334
2023/04/19 14:40:25.869, 92, 2334
2023/04/19 14:40:26.071, 92, 2334
2023/04/19 14:40:26.273, 92, 2334
2023/04/19 14:40:26.475, 92, 2334
2023/04/19 14:40:26.677, 92, 2334
2023/04/19 14:40:26.878, 92, 2334
2023/04/19 14:40:27.080, 92, 2334
2023/04/19 14:40:27.281, 92, 2334
2023/04/19 14:40:27.481, 92, 2334
2023/04/19 14:40:27.682, 92, 2334
2023/04/19 14:40:27.883, 92, 2334
2023/04/19 14:40:28.084, 92, 2334
2023/04/19 14:40:28.284, 92, 2334
2023/04/19 14:40:28.485, 92, 2334
2023/04/19 14:40:28.686, 92, 2334
2023/04/19 14:40:28.886, 92, 2334
2023/04/19 14:40:29.087, 93, 2334
2023/04/19 14:40:29.287, 93, 2334
2023/04/19 14:40:29.488, 93, 2334
2023/04/19 14:40:29.690, 93, 2334
2023/04/19 14:40:29.891, 93, 2334
2023/04/19 14:40:30.092, 93, 2334
2023/04/19 14:40:30.294, 93, 2334
2023/04/19 14:40:30.494, 93, 2334
2023/04/19 14:40:30.696, 93, 2334
2023/04/19 14:40:30.896, 93, 2334
2023/04/19 14:40:31.098, 92, 2334
2023/04/19 14:40:31.300, 92, 2334
2023/04/19 14:40:31.500, 92, 2334
2023/04/19 14:40:31.702, 92, 2334
2023/04/19 14:40:31.902, 92, 2334
2023/04/19 14:40:32.103, 92, 2334
2023/04/19 14:40:32.303, 92, 2334
2023/04/19 14:40:32.504, 92, 2334
2023/04/19 14:40:32.705, 92, 2334
2023/04/19 14:40:32.905, 92, 2334
2023/04/19 14:40:33.106, 92, 2334
2023/04/19 14:40:33.306, 92, 2334
2023/04/19 14:40:33.507, 92, 2334
2023/04/19 14:40:33.707, 92, 2334
2023/04/19 14:40:33.908, 92, 2334
2023/04/19 14:40:34.109, 93, 2334
2023/04/19 14:40:34.310, 93, 2334
2023/04/19 14:40:34.511, 93, 2334
2023/04/19 14:40:34.712, 93, 2334
2023/04/19 14:40:34.913, 93, 2334
2023/04/19 14:40:35.114, 93, 2334
2023/04/19 14:40:35.315, 93, 2334
2023/04/19 14:40:35.516, 93, 2334
2023/04/19 14:40:35.717, 93, 2334
2023/04/19 14:40:35.918, 93, 2334
2023/04/19 14:40:36.118, 92, 2334
2023/04/19 14:40:36.319, 92, 2334
2023/04/19 14:40:36.520, 92, 2334
2023/04/19 14:40:36.720, 92, 2334
2023/04/19 14:40:36.921, 92, 2334
2023/04/19 14:40:37.122, 92, 2334
2023/04/19 14:40:37.322, 92, 2334
2023/04/19 14:40:37.523, 92, 2334
2023/04/19 14:40:37.724, 92, 2334
2023/04/19 14:40:37.925, 92, 2334
2023/04/19 14:40:38.125, 92, 2334
2023/04/19 14:40:38.326, 92, 2334
2023/04/19 14:40:38.527, 92, 2334
2023/04/19 14:40:38.728, 92, 2334
2023/04/19 14:40:38.930, 92, 2334
2023/04/19 14:40:39.131, 93, 2334
2023/04/19 14:40:39.332, 93, 2334
2023/04/19 14:40:39.532, 93, 2334
2023/04/19 14:40:39.733, 93, 2334
2023/04/19 14:40:39.934, 93, 2334
2023/04/19 14:40:40.134, 92, 2334
2023/04/19 14:40:40.335, 92, 2334
2023/04/19 14:40:40.536, 92, 2334
2023/04/19 14:40:40.736, 92, 2334
2023/04/19 14:40:40.937, 92, 2334
2023/04/19 14:40:41.138, 92, 2334
2023/04/19 14:40:41.338, 92, 2334
2023/04/19 14:40:41.539, 92, 2334
2023/04/19 14:40:41.740, 92, 2334
2023/04/19 14:40:41.941, 92, 2334
2023/04/19 14:40:42.142, 93, 2334
2023/04/19 14:40:42.342, 93, 2334
2023/04/19 14:40:42.543, 93, 2334
2023/04/19 14:40:42.744, 93, 2334
2023/04/19 14:40:42.946, 93, 2334
2023/04/19 14:40:43.147, 91, 2334
2023/04/19 14:40:43.348, 91, 2334
2023/04/19 14:40:43.549, 91, 2334
2023/04/19 14:40:43.749, 91, 2334
2023/04/19 14:40:43.950, 91, 2334
2023/04/19 14:40:44.151, 93, 2334
2023/04/19 14:40:44.352, 93, 2334
2023/04/19 14:40:44.553, 93, 2334
2023/04/19 14:40:44.754, 93, 2334
2023/04/19 14:40:44.954, 93, 2334
2023/04/19 14:40:45.155, 93, 2334
2023/04/19 14:40:45.356, 93, 2334
2023/04/19 14:40:45.556, 93, 2334
2023/04/19 14:40:45.757, 93, 2334
2023/04/19 14:40:45.958, 93, 2334
2023/04/19 14:40:46.159, 91, 2334
2023/04/19 14:40:46.360, 91, 2334
2023/04/19 14:40:46.561, 91, 2334
2023/04/19 14:40:46.763, 91, 2334
2023/04/19 14:40:46.964, 91, 2334
2023/04/19 14:40:47.167, 94, 2334
2023/04/19 14:40:47.368, 94, 2334
2023/04/19 14:40:47.569, 94, 2334
2023/04/19 14:40:47.771, 94, 2334
2023/04/19 14:40:47.974, 94, 2334
2023/04/19 14:40:48.174, 92, 2334
2023/04/19 14:40:48.375, 92, 2334
2023/04/19 14:40:48.576, 92, 2334
2023/04/19 14:40:48.776, 92, 2334
2023/04/19 14:40:48.977, 92, 2334
2023/04/19 14:40:49.177, 92, 2334
2023/04/19 14:40:49.378, 92, 2334
2023/04/19 14:40:49.579, 92, 2334
2023/04/19 14:40:49.779, 92, 2334
2023/04/19 14:40:49.980, 92, 2334
2023/04/19 14:40:50.180, 91, 2334
2023/04/19 14:40:50.381, 91, 2334
2023/04/19 14:40:50.582, 91, 2334
2023/04/19 14:40:50.783, 91, 2334
2023/04/19 14:40:50.984, 91, 2334
2023/04/19 14:40:51.185, 93, 2334
2023/04/19 14:40:51.386, 93, 2334
2023/04/19 14:40:51.588, 93, 2334
2023/04/19 14:40:51.789, 93, 2334
2023/04/19 14:40:51.990, 93, 2334
2023/04/19 14:40:52.191, 92, 2334
2023/04/19 14:40:52.392, 92, 2334
2023/04/19 14:40:52.593, 92, 2334
2023/04/19 14:40:52.793, 92, 2334
2023/04/19 14:40:52.994, 92, 2334
2023/04/19 14:40:53.195, 93, 2334
2023/04/19 14:40:53.395, 93, 2334
2023/04/19 14:40:53.596, 93, 2334
2023/04/19 14:40:53.797, 93, 2334
2023/04/19 14:40:53.997, 93, 2334
2023/04/19 14:40:54.198, 94, 2334
2023/04/19 14:40:54.398, 94, 2334
2023/04/19 14:40:54.599, 94, 2334
2023/04/19 14:40:54.800, 94, 2334
2023/04/19 14:40:55.001, 94, 2334
2023/04/19 14:40:55.202, 92, 2334
2023/04/19 14:40:55.403, 92, 2334
2023/04/19 14:40:55.605, 92, 2334
2023/04/19 14:40:55.807, 92, 2334
2023/04/19 14:40:56.009, 92, 2334
2023/04/19 14:40:56.209, 92, 2334
2023/04/19 14:40:56.410, 92, 2334
2023/04/19 14:40:56.611, 92, 2334
2023/04/19 14:40:56.812, 92, 2334
2023/04/19 14:40:57.013, 92, 2334
2023/04/19 14:40:57.214, 92, 2334
2023/04/19 14:40:57.414, 92, 2334
2023/04/19 14:40:57.615, 92, 2334
2023/04/19 14:40:57.815, 92, 2334
2023/04/19 14:40:58.016, 92, 2334
2023/04/19 14:40:58.217, 92, 2334
2023/04/19 14:40:58.417, 92, 2334
2023/04/19 14:40:58.618, 92, 2334
2023/04/19 14:40:58.819, 92, 2334
2023/04/19 14:40:59.019, 92, 2334
2023/04/19 14:40:59.220, 92, 2334
2023/04/19 14:40:59.421, 92, 2334
2023/04/19 14:40:59.622, 92, 2334
2023/04/19 14:40:59.823, 92, 2334
2023/04/19 14:41:00.024, 92, 2334
2023/04/19 14:41:00.227, 92, 2334
2023/04/19 14:41:00.428, 92, 2334
2023/04/19 14:41:00.630, 92, 2334
2023/04/19 14:41:00.832, 92, 2334
2023/04/19 14:41:01.033, 92, 2334
2023/04/19 14:41:01.234, 92, 2334
2023/04/19 14:41:01.435, 94, 2334
2023/04/19 14:41:01.636, 94, 2334
2023/04/19 14:41:01.837, 94, 2334
2023/04/19 14:41:02.037, 94, 2334
2023/04/19 14:41:02.238, 94, 2334
2023/04/19 14:41:02.439, 93, 2334
2023/04/19 14:41:02.639, 93, 2334
2023/04/19 14:41:02.840, 93, 2334
2023/04/19 14:41:03.040, 93, 2334
2023/04/19 14:41:03.241, 93, 2334
2023/04/19 14:41:03.442, 92, 2334
2023/04/19 14:41:03.642, 92, 2334
2023/04/19 14:41:03.844, 92, 2334
2023/04/19 14:41:04.044, 92, 2334
2023/04/19 14:41:04.246, 92, 2334
2023/04/19 14:41:04.446, 92, 2334
2023/04/19 14:41:04.648, 92, 2334
2023/04/19 14:41:04.850, 92, 2334
2023/04/19 14:41:05.050, 92, 2334
2023/04/19 14:41:05.252, 92, 2334
2023/04/19 14:41:05.452, 92, 2334
2023/04/19 14:41:05.653, 92, 2334
2023/04/19 14:41:05.854, 92, 2334
2023/04/19 14:41:06.054, 92, 2334
2023/04/19 14:41:06.255, 92, 2334
2023/04/19 14:41:06.455, 92, 2334
2023/04/19 14:41:06.656, 92, 2334
2023/04/19 14:41:06.857, 92, 2334
2023/04/19 14:41:07.057, 92, 2334
2023/04/19 14:41:07.258, 92, 2334
2023/04/19 14:41:07.459, 92, 2334
2023/04/19 14:41:07.660, 92, 2334
2023/04/19 14:41:07.861, 92, 2334
2023/04/19 14:41:08.062, 92, 2334
2023/04/19 14:41:08.263, 92, 2334
2023/04/19 14:41:08.464, 92, 2334
2023/04/19 14:41:08.665, 92, 2334
2023/04/19 14:41:08.866, 92, 2334
2023/04/19 14:41:09.067, 92, 2334
2023/04/19 14:41:09.268, 92, 2334
2023/04/19 14:41:09.468, 93, 2334
2023/04/19 14:41:09.669, 93, 2334
2023/04/19 14:41:09.869, 93, 2334
2023/04/19 14:41:10.070, 93, 2334
2023/04/19 14:41:10.271, 93, 2334
2023/04/19 14:41:10.471, 92, 2334
2023/04/19 14:41:10.672, 92, 2334
2023/04/19 14:41:10.872, 92, 2334
2023/04/19 14:41:11.073, 92, 2334
2023/04/19 14:41:11.274, 92, 2334
2023/04/19 14:41:11.475, 92, 2334
2023/04/19 14:41:11.676, 92, 2334
2023/04/19 14:41:11.877, 92, 2334
2023/04/19 14:41:12.078, 92, 2334
2023/04/19 14:41:12.279, 92, 2334
2023/04/19 14:41:12.480, 93, 2334
2023/04/19 14:41:12.681, 93, 2334
2023/04/19 14:41:12.881, 93, 2334
2023/04/19 14:41:13.082, 93, 2334
2023/04/19 14:41:13.282, 93, 2334
2023/04/19 14:41:13.483, 92, 2334
2023/04/19 14:41:13.684, 92, 2334
2023/04/19 14:41:13.884, 92, 2334
2023/04/19 14:41:14.085, 92, 2334
2023/04/19 14:41:14.285, 92, 2334
2023/04/19 14:41:14.486, 93, 2334
2023/04/19 14:41:14.687, 93, 2334
2023/04/19 14:41:14.887, 93, 2334
2023/04/19 14:41:15.088, 93, 2334
2023/04/19 14:41:15.289, 93, 2334
2023/04/19 14:41:15.490, 92, 2334
2023/04/19 14:41:15.690, 92, 2334
2023/04/19 14:41:15.892, 92, 2334
2023/04/19 14:41:16.094, 92, 2334
2023/04/19 14:41:16.296, 92, 2334
2023/04/19 14:41:16.497, 93, 2334
2023/04/19 14:41:16.698, 93, 2334
2023/04/19 14:41:16.899, 93, 2334
2023/04/19 14:41:17.099, 93, 2334
2023/04/19 14:41:17.300, 93, 2334
2023/04/19 14:41:17.500, 92, 2334
2023/04/19 14:41:17.701, 92, 2334
2023/04/19 14:41:17.901, 92, 2334
2023/04/19 14:41:18.102, 92, 2334
2023/04/19 14:41:18.302, 92, 2334
2023/04/19 14:41:18.503, 92, 2334
2023/04/19 14:41:18.704, 92, 2334
2023/04/19 14:41:18.905, 92, 2334
2023/04/19 14:41:19.107, 92, 2334
2023/04/19 14:41:19.308, 92, 2334
2023/04/19 14:41:19.509, 92, 2334
2023/04/19 14:41:19.710, 92, 2334
2023/04/19 14:41:19.911, 92, 2334
2023/04/19 14:41:20.112, 92, 2334
2023/04/19 14:41:20.313, 92, 2334
2023/04/19 14:41:20.514, 92, 2334
2023/04/19 14:41:20.715, 92, 2334
2023/04/19 14:41:20.915, 92, 2334
2023/04/19 14:41:21.116, 92, 2334
2023/04/19 14:41:21.317, 92, 2334
2023/04/19 14:41:21.517, 93, 2334
2023/04/19 14:41:21.718, 93, 2334
2023/04/19 14:41:21.918, 93, 2334
2023/04/19 14:41:22.119, 93, 2334
2023/04/19 14:41:22.320, 93, 2334
2023/04/19 14:41:22.520, 92, 2334
2023/04/19 14:41:22.721, 92, 2334
2023/04/19 14:41:22.923, 92, 2334
2023/04/19 14:41:23.125, 92, 2334
2023/04/19 14:41:23.325, 92, 2334
2023/04/19 14:41:23.526, 92, 2334
2023/04/19 14:41:23.727, 92, 2334
2023/04/19 14:41:23.928, 92, 2334
2023/04/19 14:41:24.128, 92, 2334
2023/04/19 14:41:24.329, 92, 2334
2023/04/19 14:41:24.530, 91, 2334
2023/04/19 14:41:24.730, 91, 2334
2023/04/19 14:41:24.931, 91, 2334
2023/04/19 14:41:25.132, 91, 2334
2023/04/19 14:41:25.333, 91, 2334
2023/04/19 14:41:25.533, 93, 2334
2023/04/19 14:41:25.734, 93, 2334
2023/04/19 14:41:25.935, 93, 2334
2023/04/19 14:41:26.135, 93, 2334
2023/04/19 14:41:26.336, 93, 2334
2023/04/19 14:41:26.537, 92, 2334
2023/04/19 14:41:26.738, 92, 2334
2023/04/19 14:41:26.939, 92, 2334
2023/04/19 14:41:27.141, 92, 2334
2023/04/19 14:41:27.343, 92, 2334
2023/04/19 14:41:27.545, 93, 2334
2023/04/19 14:41:27.747, 93, 2334
2023/04/19 14:41:27.952, 93, 2334
2023/04/19 14:41:28.152, 93, 2334
2023/04/19 14:41:28.353, 93, 2334
2023/04/19 14:41:28.554, 92, 2334
2023/04/19 14:41:28.757, 92, 2334
2023/04/19 14:41:28.959, 92, 2334
2023/04/19 14:41:29.160, 92, 2334
2023/04/19 14:41:29.362, 92, 2334
2023/04/19 14:41:29.563, 92, 2334
2023/04/19 14:41:29.764, 92, 2334
2023/04/19 14:41:29.965, 92, 2334
2023/04/19 14:41:30.166, 92, 2334
2023/04/19 14:41:30.366, 92, 2334
2023/04/19 14:41:30.567, 93, 2334
2023/04/19 14:41:30.768, 93, 2334
2023/04/19 14:41:30.968, 93, 2334
2023/04/19 14:41:31.169, 93, 2334
2023/04/19 14:41:31.370, 93, 2334
2023/04/19 14:41:31.570, 91, 2334
2023/04/19 14:41:31.771, 91, 2334
2023/04/19 14:41:31.972, 91, 2334
2023/04/19 14:41:32.173, 91, 2334
2023/04/19 14:41:32.374, 91, 2334
2023/04/19 14:41:32.576, 92, 2334
2023/04/19 14:41:32.776, 92, 2334
2023/04/19 14:41:32.978, 92, 2334
2023/04/19 14:41:33.179, 92, 2334
2023/04/19 14:41:33.380, 92, 2334
2023/04/19 14:41:33.580, 93, 2334
2023/04/19 14:41:33.781, 93, 2334
2023/04/19 14:41:33.982, 93, 2334
2023/04/19 14:41:34.182, 93, 2334
2023/04/19 14:41:34.383, 93, 2334
2023/04/19 14:41:34.584, 93, 2334
2023/04/19 14:41:34.784, 93, 2334
2023/04/19 14:41:34.985, 93, 2334
2023/04/19 14:41:35.186, 93, 2334
2023/04/19 14:41:35.386, 93, 2334
2023/04/19 14:41:35.587, 91, 2334
2023/04/19 14:41:35.788, 91, 2334
2023/04/19 14:41:35.989, 91, 2334
2023/04/19 14:41:36.190, 91, 2334
2023/04/19 14:41:36.391, 91, 2334
2023/04/19 14:41:36.592, 94, 2334
2023/04/19 14:41:36.793, 94, 2334
2023/04/19 14:41:36.994, 94, 2334
2023/04/19 14:41:37.195, 94, 2334
2023/04/19 14:41:37.396, 94, 2334
2023/04/19 14:41:37.597, 92, 2334
2023/04/19 14:41:37.797, 92, 2334
2023/04/19 14:41:37.998, 92, 2334
2023/04/19 14:41:38.199, 92, 2334
2023/04/19 14:41:38.399, 92, 2334
2023/04/19 14:41:38.600, 92, 2334
2023/04/19 14:41:38.801, 92, 2334
2023/04/19 14:41:39.001, 92, 2334
2023/04/19 14:41:39.202, 92, 2334
2023/04/19 14:41:39.403, 92, 2334
2023/04/19 14:41:39.603, 93, 2334
2023/04/19 14:41:39.805, 93, 2334
2023/04/19 14:41:40.005, 93, 2334
2023/04/19 14:41:40.207, 93, 2334
2023/04/19 14:41:40.408, 93, 2334
2023/04/19 14:41:40.609, 92, 2334
2023/04/19 14:41:40.810, 92, 2334
2023/04/19 14:41:41.012, 92, 2334
2023/04/19 14:41:41.213, 92, 2334
2023/04/19 14:41:41.414, 92, 2334
2023/04/19 14:41:41.615, 92, 2334
2023/04/19 14:41:41.815, 92, 2334
2023/04/19 14:41:42.016, 92, 2334
2023/04/19 14:41:42.216, 92, 2334
2023/04/19 14:41:42.417, 92, 2334
2023/04/19 14:41:42.618, 93, 2334
2023/04/19 14:41:42.818, 93, 2334
2023/04/19 14:41:43.019, 93, 2334
2023/04/19 14:41:43.219, 93, 2334
2023/04/19 14:41:43.420, 93, 2334
2023/04/19 14:41:43.621, 93, 2334
2023/04/19 14:41:43.821, 93, 2334
2023/04/19 14:41:44.022, 93, 2334
2023/04/19 14:41:44.223, 93, 2334
2023/04/19 14:41:44.424, 93, 2334
2023/04/19 14:41:44.625, 93, 2334
2023/04/19 14:41:44.826, 92, 2334
2023/04/19 14:41:45.028, 92, 2334
2023/04/19 14:41:45.230, 92, 2334
2023/04/19 14:41:45.430, 92, 2334
2023/04/19 14:41:45.631, 92, 2334
2023/04/19 14:41:45.832, 93, 2334
2023/04/19 14:41:46.033, 93, 2334
2023/04/19 14:41:46.234, 93, 2334
2023/04/19 14:41:46.434, 93, 2334
2023/04/19 14:41:46.635, 93, 2334
2023/04/19 14:41:46.835, 91, 2334
2023/04/19 14:41:47.036, 91, 2334
2023/04/19 14:41:47.237, 91, 2334
2023/04/19 14:41:47.438, 91, 2334
2023/04/19 14:41:47.638, 91, 2334
2023/04/19 14:41:47.839, 92, 2334
2023/04/19 14:41:48.040, 92, 2334
2023/04/19 14:41:48.241, 92, 2334
2023/04/19 14:41:48.442, 92, 2334
2023/04/19 14:41:48.643, 92, 2334
2023/04/19 14:41:48.845, 92, 2334
2023/04/19 14:41:49.046, 92, 2334
2023/04/19 14:41:49.248, 92, 2334
2023/04/19 14:41:49.449, 92, 2334
2023/04/19 14:41:49.651, 92, 2334
2023/04/19 14:41:49.853, 92, 2334
2023/04/19 14:41:50.054, 92, 2334
2023/04/19 14:41:50.254, 92, 2334
2023/04/19 14:41:50.455, 92, 2334
2023/04/19 14:41:50.656, 92, 2334
2023/04/19 14:41:50.857, 92, 2334
2023/04/19 14:41:51.057, 92, 2334
2023/04/19 14:41:51.258, 92, 2334
2023/04/19 14:41:51.459, 92, 2334
2023/04/19 14:41:51.659, 92, 2334
2023/04/19 14:41:51.860, 92, 2334
2023/04/19 14:41:52.061, 92, 2334
2023/04/19 14:41:52.261, 92, 2334
2023/04/19 14:41:52.462, 92, 2334
2023/04/19 14:41:52.663, 92, 2334
2023/04/19 14:41:52.864, 92, 2334
2023/04/19 14:41:53.065, 92, 2334
2023/04/19 14:41:53.266, 92, 2334
2023/04/19 14:41:53.466, 92, 2334
2023/04/19 14:41:53.668, 92, 2334
2023/04/19 14:41:53.870, 93, 2334
2023/04/19 14:41:54.071, 93, 2334
2023/04/19 14:41:54.273, 93, 2334
2023/04/19 14:41:54.475, 93, 2334
2023/04/19 14:41:54.677, 93, 2334
2023/04/19 14:41:54.878, 91, 2334
2023/04/19 14:41:55.079, 91, 2334
2023/04/19 14:41:55.280, 91, 2334
2023/04/19 14:41:55.481, 91, 2334
2023/04/19 14:41:55.682, 91, 2334
2023/04/19 14:41:55.882, 92, 2334
2023/04/19 14:41:56.083, 92, 2334
2023/04/19 14:41:56.284, 92, 2334
2023/04/19 14:41:56.484, 92, 2334
2023/04/19 14:41:56.685, 92, 2334
2023/04/19 14:41:56.886, 94, 2334
2023/04/19 14:41:57.086, 94, 2334
2023/04/19 14:41:57.287, 94, 2334
2023/04/19 14:41:57.488, 94, 2334
2023/04/19 14:41:57.689, 94, 2334
2023/04/19 14:41:57.890, 92, 2334
2023/04/19 14:41:58.090, 92, 2334
2023/04/19 14:41:58.292, 92, 2334
2023/04/19 14:41:58.493, 92, 2334
2023/04/19 14:41:58.693, 92, 2334
2023/04/19 14:41:58.895, 93, 2334
2023/04/19 14:41:59.097, 93, 2334
2023/04/19 14:41:59.297, 93, 2334
2023/04/19 14:41:59.498, 93, 2334
2023/04/19 14:41:59.699, 93, 2334
2023/04/19 14:41:59.900, 92, 2334
2023/04/19 14:42:00.100, 92, 2334
2023/04/19 14:42:00.301, 92, 2334
2023/04/19 14:42:00.502, 92, 2334
2023/04/19 14:42:00.703, 92, 2334
2023/04/19 14:42:00.903, 93, 2334
2023/04/19 14:42:01.104, 93, 2334
2023/04/19 14:42:01.305, 93, 2334
2023/04/19 14:42:01.506, 93, 2334
2023/04/19 14:42:01.706, 93, 2334
2023/04/19 14:42:01.907, 92, 2334
2023/04/19 14:42:02.108, 92, 2334
2023/04/19 14:42:02.308, 92, 2334
2023/04/19 14:42:02.509, 92, 2334
2023/04/19 14:42:02.711, 92, 2334
2023/04/19 14:42:02.911, 92, 2334
2023/04/19 14:42:03.113, 92, 2334
2023/04/19 14:42:03.315, 92, 2334
2023/04/19 14:42:03.515, 92, 2334
2023/04/19 14:42:03.716, 92, 2334
2023/04/19 14:42:03.917, 94, 2334
2023/04/19 14:42:04.118, 94, 2334
2023/04/19 14:42:04.318, 94, 2334
2023/04/19 14:42:04.519, 94, 2334
2023/04/19 14:42:04.719, 94, 2334
2023/04/19 14:42:04.920, 92, 2334
2023/04/19 14:42:05.120, 92, 2334
2023/04/19 14:42:05.321, 92, 2334
2023/04/19 14:42:05.522, 92, 2334
2023/04/19 14:42:05.722, 92, 2334
2023/04/19 14:42:05.923, 93, 2334
2023/04/19 14:42:06.124, 93, 2334
2023/04/19 14:42:06.325, 93, 2334
2023/04/19 14:42:06.527, 93, 2334
2023/04/19 14:42:06.727, 93, 2334
2023/04/19 14:42:06.929, 92, 2334
2023/04/19 14:42:07.130, 92, 2334
2023/04/19 14:42:07.330, 92, 2334
2023/04/19 14:42:07.531, 92, 2334
2023/04/19 14:42:07.732, 92, 2334
2023/04/19 14:42:07.933, 92, 2334
2023/04/19 14:42:08.134, 92, 2334
2023/04/19 14:42:08.334, 92, 2334
2023/04/19 14:42:08.535, 92, 2334
2023/04/19 14:42:08.736, 92, 2334
2023/04/19 14:42:08.937, 93, 2334
2023/04/19 14:42:09.138, 93, 2334
2023/04/19 14:42:09.338, 93, 2334
2023/04/19 14:42:09.539, 93, 2334
2023/04/19 14:42:09.740, 93, 2334
2023/04/19 14:42:09.941, 92, 2334
2023/04/19 14:42:10.142, 92, 2334
2023/04/19 14:42:10.343, 92, 2334
2023/04/19 14:42:10.544, 92, 2334
2023/04/19 14:42:10.745, 92, 2334
2023/04/19 14:42:10.946, 93, 2334
2023/04/19 14:42:11.147, 93, 2334
2023/04/19 14:42:11.348, 93, 2334
2023/04/19 14:42:11.550, 93, 2334
2023/04/19 14:42:11.751, 93, 2334
2023/04/19 14:42:11.951, 91, 2334
2023/04/19 14:42:12.152, 91, 2334
2023/04/19 14:42:12.353, 91, 2334
2023/04/19 14:42:12.553, 91, 2334
2023/04/19 14:42:12.754, 91, 2334
2023/04/19 14:42:12.955, 92, 2334
2023/04/19 14:42:13.155, 92, 2334
2023/04/19 14:42:13.356, 92, 2334
2023/04/19 14:42:13.557, 92, 2334
2023/04/19 14:42:13.757, 92, 2334
2023/04/19 14:42:13.958, 93, 2334
2023/04/19 14:42:14.159, 93, 2334
2023/04/19 14:42:14.360, 93, 2334
2023/04/19 14:42:14.561, 93, 2334
2023/04/19 14:42:14.762, 93, 2334
2023/04/19 14:42:14.966, 93, 2334
2023/04/19 14:42:15.167, 93, 2334
2023/04/19 14:42:15.367, 93, 2334
2023/04/19 14:42:15.568, 93, 2334
2023/04/19 14:42:15.769, 93, 2334
2023/04/19 14:42:15.971, 92, 2334
2023/04/19 14:42:16.172, 92, 2334
2023/04/19 14:42:16.373, 92, 2334
2023/04/19 14:42:16.574, 92, 2334
2023/04/19 14:42:16.774, 92, 2334
2023/04/19 14:42:16.975, 92, 2334
2023/04/19 14:42:17.176, 92, 2334
