Batch size,Mean indexing time (s),Indexing time 95% confidence interval (s)
1,495.457666666667,38.7910775321557
2,438.621333333333,11.7841811844239
4,383.221666666667,1.76972532275257
8,366.268333333333,0.486592830507261
16,350.002666666667,0.678144076920135
32,318.33,0.898643665025383
64,347.959,0.390570877378286
