CPU (%):
(60.927, 151.200)
(61.132, 156.400)
(61.343, 161.000)
(61.548, 107.200)
(61.753, 142.300)
(61.964, 214.700)
(62.169, 118.300)
(62.381, 205.200)
(62.585, 141.500)
(62.790, 175.700)
(62.995, 112.100)
(63.200, 193.400)
(63.412, 125.500)
(63.627, 143.200)
(63.837, 218.200)
(64.048, 147.100)
(64.259, 128.000)
(64.469, 201.500)
(64.678, 126.200)
(64.884, 207.400)
(65.096, 118.100)
(65.308, 126.800)
(65.513, 194.500)
(65.724, 105.400)
(65.932, 177.200)
(66.141, 146.900)
(66.352, 132.800)
(66.563, 198.700)
(66.769, 131.500)
(66.974, 158.200)
(67.183, 114.900)
(67.392, 209.000)
(67.602, 127.600)
(67.814, 128.000)
(68.025, 213.200)
(68.236, 123.400)
(68.447, 175.500)
(68.658, 120.100)
(68.866, 156.000)
(69.077, 137.900)
(69.288, 156.300)
(69.499, 132.800)
(69.710, 179.600)
(69.921, 122.400)
(70.134, 161.500)
(70.344, 138.400)
(70.554, 151.700)
(70.764, 138.900)
(70.973, 151.800)
(71.184, 128.000)
(71.395, 170.700)
(71.606, 136.600)
(71.811, 172.300)
(72.020, 117.900)
(72.232, 171.000)
(72.442, 123.000)
(72.654, 182.000)
(72.863, 142.300)
(73.074, 161.200)
(73.284, 137.100)
(73.496, 175.300)
(73.707, 184.900)
(73.918, 118.400)
(74.129, 180.200)
(74.340, 131.700)
(74.553, 185.800)
(74.762, 129.500)
(74.971, 132.800)
(75.182, 179.400)
(75.394, 128.200)
(75.604, 151.500)
(75.815, 166.200)
(76.026, 142.300)
(76.237, 166.300)
(76.447, 140.600)
(76.661, 175.500)
(76.872, 109.000)
(77.083, 215.200)
(77.292, 123.300)
(77.503, 160.700)
(77.714, 161.200)
(77.925, 133.900)
(78.134, 185.000)
(78.345, 104.300)
(78.556, 188.600)
(78.768, 109.100)
(78.979, 184.900)
(79.190, 108.000)
(79.403, 214.500)
(79.608, 111.800)
(79.814, 140.600)
(80.020, 165.300)
(80.226, 123.400)
(80.436, 165.300)
(80.642, 155.600)
(80.848, 112.200)
(81.052, 175.000)
(81.258, 126.000)
(81.465, 160.300)
(81.670, 147.000)
(81.881, 126.800)
(82.086, 189.400)
(82.292, 110.300)
(82.501, 156.200)
(82.706, 163.000)
(82.914, 139.100)
(83.123, 175.400)
(83.334, 108.500)
(83.546, 178.700)
(83.758, 139.600)
(83.966, 117.100)
(84.171, 131.900)
(84.376, 194.400)
(84.582, 134.300)
(84.790, 199.200)
(84.996, 119.900)
(85.204, 168.300)
(85.418, 128.000)
(85.629, 132.800)
(85.840, 184.600)
(86.046, 123.400)
(86.257, 143.200)
(86.466, 161.100)
(86.677, 136.700)
(86.890, 184.800)
(87.100, 102.400)
(87.305, 137.500)
(87.516, 161.000)
(87.721, 136.100)
(87.927, 161.300)
(88.138, 107.100)
(88.343, 141.600)
(88.548, 180.400)
(88.753, 128.100)
(88.964, 190.200)
(89.169, 146.900)
(89.380, 150.500)
(89.586, 136.500)
