image_id,id,rank,duration_s
453634,28350,23,0.14996034
228214,28477,1,0.13615197
96549,28520,41,0.08164612
210502,28738,1,0.09841038
187513,28968,2,0.098851375
201775,29195,14,0.13946846
570736,29391,54,0.06543732
298396,29483,3,0.09364556
552883,29570,12,0.100166865
187513,29607,33,0.08891139
201775,29720,5,0.12151548
228214,29962,1,0.1045178
201775,30110,5,0.10754012
391375,30345,1,0.10760333
228214,30367,1,0.12576304
187513,30486,1,0.10493274
210502,30493,1,0.09763101
201775,30641,2,0.09845516
201775,30707,10,0.11298947
557501,30830,10,0.101275414
298396,31025,1,0.106462926
557501,31421,1,0.104499646
298396,31469,5,0.098840974
228214,31651,2,0.11085417
435880,31701,2,0.098582275
44652,31739,8,0.11230005
555050,32095,2,0.07189011
391375,32157,22,0.06484757
453634,32598,5,0.10220496
555050,32809,2,0.10361285
391375,32820,3,0.11108745
466085,32967,1,0.10100296
391375,33072,5,0.10190038
44652,33182,15,0.11823838
210502,33262,2,0.09625888
435880,33363,32,0.12662157
557501,33461,33,0.10797462
557501,33746,2,0.097868346
391375,33765,3,0.09676406
298396,33809,2,0.10054542
466085,33834,6,0.1150905
555050,33895,1,0.120417975
557501,33929,1,0.12196689
555050,34471,15,0.10834234
442009,34664,20,0.11243661
442009,34943,69,0.10182984
96549,35288,1,0.12361706
127987,35494,37,0.10044185
555050,35923,1,0.11326005
127987,35938,66,0.12644215
453634,36030,14,0.08102488
435880,36039,23,0.13656658
127987,36772,,0.07381213
453634,37275,9,0.13558495
187513,37446,86,0.08002417
435880,37728,42,0.0962672
453634,38283,17,0.115791164
466085,38955,9,0.09817992
368335,39043,1,0.13924582
435880,39849,14,0.069354124
423798,39861,3,0.14423417
140420,40158,1,0.098063074
466085,40179,11,0.108274736
204186,40309,3,0.13002118
466085,40566,1,0.106911406
442009,40865,3,0.10117709
368335,40888,1,0.13479935
442009,41078,62,0.08700344
368335,41113,1,0.11327899
140420,41184,1,0.07767899
442009,41441,,0.06637749
423798,41445,2,0.0645101
127987,41866,1,0.07005891
40471,41869,1,0.06493069
10363,42156,5,0.111368574
173008,42644,2,0.1170739
140420,42675,1,0.07860406
10363,42954,3,0.12965982
127987,42985,,0.081930324
368335,43048,1,0.073227264
204186,43060,1,0.113827474
173008,43283,1,0.09533291
140420,43542,1,0.08042982
452793,43667,43,0.15991355
204186,43843,4,0.111160375
10363,43968,1,0.121314846
456865,44037,19,0.08717505
504711,44065,10,0.13620193
288584,44078,2,0.09573011
456865,44178,15,0.1420976
423798,44241,3,0.07890047
504711,44320,4,0.062173363
173008,44378,31,0.11145037
288584,44552,5,0.16524719
140420,45078,1,0.060786773
456865,45312,54,0.08379395
204186,45322,1,0.10829144
551304,45495,59,0.106176734
452793,45701,52,0.11886371
368335,45775,1,0.12527543
456865,45864,26,0.08104409
423798,45867,2,0.1292877
504711,45988,4,0.06218168
276284,46193,2,0.119194485
173008,46433,15,0.111855805
103548,46501,64,0.098601565
226408,46652,6,0.13598314
551304,46689,27,0.12031226
40471,46879,2,0.1287166
40471,47137,1,0.0779729
173008,47222,2,0.11842524
10363,47370,7,0.07444366
558073,47407,13,0.08481674
288584,47795,1,0.14519425
288584,47924,1,0.0833448
558073,47929,11,0.13742392
558073,48304,12,0.07319877
423798,48510,5,0.09441742
456865,48627,49,0.069701046
40471,48943,2,0.13089913
452793,49112,35,0.068141945
288584,49130,1,0.06469651
558073,49285,10,0.07342451
452793,49343,47,0.07336074
551304,49494,37,0.08040742
10363,50337,3,0.06595146
102411,50819,2,0.071381465
48924,50937,1,0.06156427
551304,50949,,0.08849942
230008,51216,1,0.08760829
102411,51386,3,0.09746943
40471,51424,2,0.10135598
204186,51538,12,0.09674676
48924,51723,1,0.09815878
181666,51751,9,0.10773641
48924,51858,1,0.13921234
551304,52026,68,0.12624592
48924,52380,1,0.12799415
181666,52711,1,0.06132995
48924,52740,2,0.10591142
558073,52927,17,0.13151535
452793,53393,47,0.14331561
181666,53860,1,0.10799573
504711,54109,3,0.11691853
181666,54145,1,0.072622925
543047,54215,,0.10069834
181666,55096,6,0.1271172
230008,55596,1,0.095701
230008,55608,1,0.11969863
504711,55705,4,0.093885645
102411,56807,1,0.08380123
230008,57060,5,0.1125729
565391,57071,1,0.1127677
565391,57302,3,0.108780146
485802,59664,4,0.105972394
543047,59777,86,0.09759913
86220,59845,19,0.096218474
276284,59876,1,0.099796526
543047,59897,,0.07031532
565391,59927,1,0.07607213
543047,59957,42,0.09848984
276284,60008,1,0.10344848
86220,60310,30,0.0959046
230008,60801,1,0.121461324
412894,60806,39,0.15764348
103548,60988,2,0.10620818
102411,61028,2,0.11490482
412894,61205,65,0.14679414
86220,61306,84,0.113959216
485802,61341,3,0.13788365
485802,61404,13,0.144488
543047,61526,90,0.09463381
485802,61905,2,0.119401455
99054,61954,20,0.11084408
26564,61967,4,0.09987699
102411,62159,1,0.11292206
276284,62513,1,0.10712145
86220,62809,1,0.12271334
485802,63135,3,0.09210102
26564,63593,40,0.122097045
276284,63770,1,0.0985775
26564,63953,16,0.12456167
86220,64471,43,0.10312455
412894,64487,74,0.08229179
99054,64555,20,0.096671686
565391,64727,2,0.09762058
99054,64750,35,0.113256186
26564,65387,23,0.0967465
99054,65761,32,0.102227986
103548,65887,5,0.11650185
26564,66011,7,0.10125639
103548,66028,1,0.09740427
62025,67119,55,0.10623431
489091,67122,40,0.12766989
99054,67558,2,0.13336483
103548,67687,11,0.112972066
155154,67736,23,0.138602
489091,67764,24,0.087787874
412894,67910,25,0.062077697
155154,68021,1,0.0719396
565391,68894,3,0.0833518
71711,68948,1,0.09790261
489091,69090,33,0.14613736
152771,69388,2,0.1014273
437392,69484,2,0.14497942
437392,69562,2,0.0751266
155154,70292,19,0.105061166
62025,70485,40,0.14005445
571804,70521,1,0.16868052
78404,70600,1,0.07914656
155154,70739,1,0.09568104
308631,70908,14,0.14271282
78404,71032,2,0.08716237
489091,71331,63,0.09979745
412894,71627,,0.15225574
62025,71652,54,0.11131965
489091,71745,35,0.1358981
423971,71900,16,0.112161614
423971,71924,38,0.11422303
304560,72009,1,0.103754684
152771,72472,1,0.107321285
571804,72558,18,0.11135787
71711,72875,2,0.0952747
71711,72914,2,0.123292215
571804,73044,1,0.11382465
62025,73071,44,0.11704972
221708,73240,23,0.113137744
437392,73339,2,0.10762154
62025,73377,24,0.084276386
155154,73388,1,0.07463527
308631,73653,8,0.07642513
437392,73693,28,0.106078714
437392,73825,7,0.114808396
304560,74130,48,0.11224578
152771,74185,3,0.096968815
308631,74820,67,0.09795926
571804,75162,2,0.11379748
571804,75555,2,0.12613831
71711,75935,1,0.10393789
26204,75979,50,0.11807809
221708,76267,4,0.12908472
85576,76287,4,0.16815516
85576,76602,7,0.11896146
85576,76767,4,0.09758148
304560,76812,1,0.10918275
423971,76925,,0.12006024
85576,77355,1,0.103642106
85576,77508,1,0.10323863
423971,77651,40,0.09823214
423971,77732,73,0.124965385
71711,78653,2,0.14119947
153217,78749,1,0.11523849
304560,79362,1,0.09976275
308631,79530,11,0.111367024
304560,79596,1,0.14066239
308631,80049,1,0.06911075
152771,80086,10,0.06433992
78404,80401,1,0.06274918
221708,81169,12,0.06225937
270066,81302,54,0.062453672
152771,81565,3,0.075342566
348708,81710,3,0.09906397
26204,82087,1,0.115509555
221708,82096,5,0.10206345
153217,82346,1,0.097752675
221708,82426,2,0.10318855
153217,82805,1,0.1200314
78404,82897,1,0.11933374
153217,82901,1,0.09982959
26204,82933,2,0.13685238
224051,82985,1,0.0820966
270066,83057,22,0.081108734
163746,83059,1,0.105397545
382122,83060,9,0.13253392
153217,83162,1,0.1108951
348708,83429,2,0.06461315
163746,83431,100,0.07061825
382122,83432,10,0.12174332
348708,83639,1,0.06575138
270066,83855,16,0.070543595
348708,84386,6,0.07262827
78404,84466,49,0.077922225
270066,84554,40,0.072129376
26204,84640,3,0.07348168
270066,84824,56,0.13877265
571857,85001,1,0.07091215
209747,85477,1,0.13554095
26204,85528,11,0.078215495
348708,85604,1,0.13742644
163746,85903,1,0.083073005
382122,85904,20,0.09481194
224051,85913,8,0.064792514
575205,86353,1,0.10095016
224051,86705,1,0.08797298
163746,86767,11,0.08239847
382122,86768,38,0.084464625
571857,87740,73,0.122158125
163746,88102,,0.10471379
382122,88103,61,0.10421504
17379,88183,2,0.11672036
55002,88270,5,0.12097247
575205,88519,1,0.11272562
571857,89288,2,0.10095246
55002,89641,1,0.102093354
575205,89815,1,0.09938163
575205,89887,1,0.11488021
209747,90103,1,0.09739962
224051,90395,1,0.11226263
571857,90485,52,0.09481955
209747,90973,1,0.097869456
202228,91308,20,0.09864038
194832,91534,11,0.12715812
147518,92043,28,0.13282742
209747,92122,19,0.1026111
194832,92569,2,0.11851533
575205,92644,2,0.123554155
17379,92875,1,0.10287929
147518,93225,19,0.12021594
224051,93257,1,0.13086882
202228,93483,10,0.12640117
209747,93556,3,0.10970917
147518,94254,36,0.119786754
194832,94354,1,0.09703065
202228,95112,3,0.09764541
194832,95656,1,0.11527252
3661,95784,6,0.100109465
202228,95973,9,0.09827281
55002,96055,1,0.12322736
55002,96529,3,0.09722725
17379,97108,1,0.07450712
147740,97116,1,0.12573019
194832,97279,1,0.082308926
243204,97929,2,0.1008329
571857,98324,2,0.12242403
368900,98509,1,0.06632766
147518,98883,31,0.122074395
147740,98919,1,0.08615868
147518,99099,46,0.14638697
368900,99142,10,0.08165891
147740,99396,1,0.08081814
55002,99496,,0.15401563
214192,100329,3,0.1252422
17379,100348,1,0.13524462
368900,100372,3,0.1473126
134096,100570,2,0.120574445
17379,100684,1,0.08362792
441586,100705,44,0.11426037
243204,100875,2,0.13895078
147740,101244,1,0.11511022
134096,101329,3,0.10006959
214192,101382,42,0.10634219
368900,101506,1,0.14630693
425221,101633,18,0.07248265
3661,101682,5,0.07493093
147740,102039,1,0.12404341
214192,102447,10,0.12714465
163155,102762,2,0.088088654
134096,103207,2,0.12905228
134096,103387,2,0.15352812
216497,103531,,0.120009005
368900,104038,21,0.101269215
515266,104375,14,0.14584246
360564,104523,21,0.06146199
90631,106019,2,0.08131919
427338,106595,9,0.1300377
58705,106845,38,0.100969456
441586,107221,4,0.13913831
360943,107232,1,0.07954546
425221,107234,1,0.13105915
302760,107392,4,0.07882427
252219,107395,52,0.13274607
214192,107862,3,0.088735335
313182,108400,4,0.094652295
216497,108418,12,0.1254518
98520,108655,12,0.12658201
252219,109132,6,0.085799135
354072,109157,30,0.09011466
206135,109351,1,0.07751729
214192,109944,1,0.14922413
163155,109962,3,0.112671934
308799,109987,37,0.11072653
425221,110435,5,0.16159926
163155,110649,2,0.123284794
308799,110659,39,0.14041764
206135,111064,5,0.13350101
252219,111433,22,0.13291593
243204,112014,3,0.08196301
98520,112339,13,0.16249654
441586,112654,10,0.112642534
216497,112720,8,0.1247318
205514,112901,15,0.079907395
537812,113211,68,0.15078074
90631,113339,3,0.077173114
202228,113418,4,0.12534614
284623,113580,8,0.14615537
163155,113922,8,0.09005796
537812,114024,1,0.082895905
308799,114166,66,0.14198163
163155,114174,2,0.06576809
252219,114199,4,0.11803539
313182,114340,3,0.14106873
252219,114511,46,0.07879857
354072,114767,2,0.14173459
360564,114822,10,0.105854146
284623,114831,2,0.16095881
243204,114846,37,0.1179483
206135,115039,1,0.119310945
90631,115136,2,0.08011951
537812,115161,1,0.13225564
136355,116326,3,0.07524698
515266,116705,1,0.12153132
216497,116851,45,0.06712207
537812,117444,1,0.08274945
1761,117569,3,0.15158142
515266,118244,3,0.13650315
3661,118293,4,0.09620009
360943,118551,10,0.13117434
1761,118580,1,0.09570037
134096,118708,1,0.13299662
243204,118731,9,0.13837712
354072,118766,12,0.07985411
425221,118952,1,0.12653907
425221,118988,18,0.13594608
267351,119143,1,0.14732456
441586,119284,3,0.066292554
308799,119371,74,0.12773764
1761,119546,1,0.10685235
98520,119638,2,0.14417632
441586,119737,4,0.08070459
3661,119931,5,0.13450062
357567,119990,36,0.077491954
3661,120021,6,0.06248513
284623,120195,5,0.14304969
267351,120292,8,0.11805964
537812,120417,17,0.12336213
308799,121102,76,0.085798174
267351,121297,4,0.13723247
58705,121587,2,0.12671836
216497,121927,52,0.13701539
205514,121964,,0.073882535
360564,122187,17,0.12955594
354072,122678,2,0.15875459
360564,123264,11,0.13850123
221502,123776,25,0.10983968
136355,123829,4,0.09555168
1761,123905,2,0.12342352
1761,123944,6,0.12068483
267351,124333,1,0.07110054
211825,124680,1,0.14305863
58705,124827,8,0.06618318
211825,124845,1,0.14054409
357567,124895,5,0.1421319
382734,125942,49,0.11588445
267351,126355,21,0.106632635
515266,126401,31,0.13777466
360943,126438,1,0.13620172
456394,126610,20,0.13298874
553776,127493,6,0.10724383
553776,127682,2,0.1699669
332455,127734,1,0.10634146
58705,127896,44,0.12496056
465179,128196,5,0.10040081
284623,128814,12,0.088790394
98520,128893,22,0.12770127
465179,129069,2,0.078135915
553776,129362,1,0.161635
98520,129517,7,0.105129056
571718,129547,5,0.09885897
332455,129825,,0.12745912
515266,129992,33,0.1400466
332455,130047,1,0.10510084
527220,130118,,0.11370089
554002,130474,1,0.120813005
465179,130602,1,0.11857069
427338,130715,4,0.112125374
357567,130757,56,0.11560369
456394,130975,1,0.12133977
554002,131056,1,0.12607408
313182,131080,4,0.14862122
360564,131154,13,0.13746512
211825,131259,1,0.10475365
553776,131495,1,0.10066749
571718,131959,1,0.10426084
427338,132245,,0.13426897
553776,132545,1,0.1196782
427338,132569,25,0.117507346
205514,132731,5,0.07024379
527220,133025,2,0.12629779
354072,133247,24,0.1466548
357567,133424,1,0.14483622
211825,133428,1,0.08560367
122217,133434,1,0.106779665
456394,133636,60,0.09276007
465179,133728,4,0.10793214
465179,133767,3,0.12272329
456394,133945,19,0.0921502
456394,134248,6,0.098325096
571718,134410,3,0.13067402
211825,134928,1,0.098970026
284623,134979,3,0.10764746
206135,135823,1,0.10033385
122217,136170,1,0.12336397
571718,136507,2,0.11477481
168337,136635,7,0.1005049
122217,137943,1,0.14467615
58705,139221,,0.09948463
302760,139294,49,0.10180684
122217,140499,1,0.116044626
23272,140667,1,0.097893044
368940,140717,95,0.10963695
313182,140809,5,0.098456055
205514,141356,17,0.13992941
23272,141432,1,0.08286185
481573,141833,45,0.12121413
23272,142101,3,0.06255848
122217,142149,1,0.15413219
23272,142329,5,0.09405398
313182,142504,,0.09727613
382734,142550,10,0.126147
168337,142653,3,0.09844831
481573,142661,,0.098647214
168337,142815,6,0.09702762
360943,142944,1,0.13027969
23272,142965,1,0.12722014
168337,143253,3,0.09003418
168337,143265,24,0.09872502
368940,143489,92,0.10175956
332455,143769,1,0.119654745
542089,143948,7,0.12544201
382734,144005,38,0.124038376
90631,144317,8,0.091266625
302760,144382,43,0.13296488
136355,144466,1,0.105561756
427338,144476,,0.16259041
571718,144478,1,0.06661566
165681,145074,5,0.15117162
165681,145200,1,0.098947614
368940,145340,2,0.09719176
360943,145674,1,0.11761715
382734,145841,11,0.16367283
357737,146035,34,0.15842588
357737,146197,16,0.06720165
67213,146258,93,0.0805372
332455,146298,2,0.1422392
481573,146327,,0.10239339
222825,146649,29,0.13138615
170893,146852,1,0.09537926
357737,147022,12,0.14219095
357737,147373,2,0.09092405
107087,147561,1,0.13014364
107087,147984,1,0.09130497
366884,147995,,0.13341823
107087,148317,1,0.10149996
555597,149093,10,0.13914928
542089,149495,10,0.14569825
368940,149624,2,0.12046438
357567,149786,1,0.094372064
139099,150093,30,0.12012431
382734,150428,2,0.1309189
357737,151084,63,0.117277294
542089,151127,17,0.11348468
165681,151923,1,0.08515753
139099,151983,5,0.15135477
481573,152279,,0.07178538
90631,152702,6,0.11222605
139099,152829,9,0.12396254
144114,153350,14,0.06905598
139099,153930,8,0.0679832
255917,154012,52,0.11445145
527220,154142,1,0.13683161
302760,154225,15,0.12380337
481573,154232,,0.14987019
205514,154253,2,0.11102482
67213,154613,21,0.098489664
368940,154967,38,0.11928641
165681,155097,2,0.12056133
170893,155228,2,0.08850448
139099,155331,35,0.14132531
30828,156046,1,0.119346336
554002,156061,2,0.07820536
107087,156231,2,0.12692298
542089,156398,32,0.08357063
107087,156546,1,0.10953109
542089,156719,26,0.094039544
30828,156844,1,0.14075296
165681,157050,5,0.098636545
67213,157430,11,0.067519024
30828,158251,1,0.11541508
170893,158549,1,0.12618174
170893,158714,1,0.0992842
206135,158965,6,0.102009274
170893,159191,1,0.10643277
163562,159236,32,0.1052546
30828,159259,8,0.11019704
21839,159770,39,0.09822084
555597,159782,2,0.09720833
163562,159962,1,0.10209776
555597,160019,9,0.12095189
555597,160034,7,0.08111935
21839,160349,66,0.144741
555597,160466,89,0.13629858
251065,160474,1,0.07901819
522751,160780,19,0.13925608
30828,161119,1,0.07883255
527220,161876,14,0.11405461
522751,161986,3,0.06376489
522751,162232,3,0.07427187
302760,162388,30,0.1434957
213816,162431,11,0.079305805
163562,162791,5,0.0714
522751,162850,10,0.09110908
163562,163061,3,0.12102614
213816,163235,5,0.090142936
522751,163507,3,0.11870009
221502,163520,30,0.08181213
435003,163640,58,0.10881702
307145,165021,31,0.07766066
281032,165219,5,0.13693003
404484,165228,1,0.07823149
404484,165357,1,0.113571584
527220,165377,4,0.09269473
435003,165917,20,0.13775222
67213,166139,16,0.09139509
554002,166249,1,0.11409534
281032,166557,41,0.0765241
213816,166787,4,0.12248133
21839,167075,33,0.1685014
307145,167322,7,0.12219951
227044,167386,2,0.103806965
404484,167751,1,0.11539135
435003,167840,36,0.102463745
281032,168051,4,0.16575672
163562,168317,4,0.10487542
307145,168426,6,0.1295032
435003,168482,48,0.100667246
281032,168831,5,0.117955424
2532,169315,9,0.10410073
156071,169348,24,0.10363361
127182,169458,46,0.11933203
21839,169496,,0.13701433
251065,169585,7,0.06640378
491090,169865,34,0.09257453
213816,170102,3,0.09771086
356387,170291,11,0.11980236
213816,170351,5,0.13620843
307145,170373,,0.07516685
366884,170870,31,0.09123627
227044,171379,4,0.10804924
130826,171485,2,0.08387649
472623,171775,4,0.09757097
481404,172023,18,0.10201166
194875,172083,6,0.10828147
472623,172360,1,0.117952496
227044,172474,5,0.11424509
307145,172956,27,0.13493805
251065,173362,1,0.09938228
25096,173604,1,0.0980936
136355,173674,3,0.10354437
227044,173752,12,0.11241506
194875,173889,1,0.105710894
251065,174520,1,0.10467764
491090,174560,7,0.108427025
366884,174569,,0.086095475
221502,174953,20,0.099212766
485895,175693,1,0.1125836
243495,175726,14,0.06732661
472623,175846,37,0.08284407
366884,175865,5,0.12095401
227044,175882,1,0.13401745
156071,176107,4,0.13671152
384850,176156,8,0.1413127
356387,176183,1,0.12650521
472623,176257,5,0.111557186
2532,176413,27,0.12426304
21839,176678,13,0.12351655
384850,176828,,0.06958255
491090,176885,7,0.08281984
435003,177335,54,0.12559341
127182,177543,19,0.13107811
384850,177674,5,0.13462901
554002,177781,1,0.14037472
485895,178054,1,0.11180269
67213,178091,33,0.1270472
491090,178460,,0.07918877
2532,178633,22,0.14575997
53505,178815,22,0.12612812
2532,178816,10,0.09660917
356387,179261,2,0.14720692
485895,179710,1,0.07501041
366884,179909,15,0.075993314
491090,180092,68,0.1542739
146667,180163,2,0.12601143
146667,180394,2,0.14476247
127182,180678,26,0.08634706
531707,180779,1,0.10773251
281032,180858,7,0.072864965
31817,180920,10,0.14962271
384850,180980,2,0.07715047
356387,180995,13,0.13998939
536343,181175,67,0.12547176
156071,181621,20,0.06841464
472623,182098,1,0.08620032
25096,182115,1,0.15278563
29187,182292,5,0.1096312
384850,182474,3,0.12839356
31817,182906,4,0.06404553
222825,183141,30,0.12992997
485895,183280,4,0.10265905
31817,183287,1,0.13142392
402346,184130,1,0.103301674
2532,184681,28,0.13254133
53505,184698,11,0.13486376
144114,184715,6,0.07713441
402346,184778,1,0.11581176
53505,184986,32,0.13854037
458768,185081,9,0.15479718
31817,185222,5,0.1356951
531707,185231,1,0.13552979
531707,185285,1,0.14607777
130826,185306,2,0.13233621
458768,185387,6,0.09866445
356387,185552,12,0.13945945
481404,185586,4,0.11971976
156071,185602,5,0.12735982
531707,185792,1,0.07790953
404484,185811,15,0.1410807
18737,185908,3,0.08698096
53505,186030,10,0.14598934
293044,186062,9,0.13328183
146667,186085,2,0.15270197
156071,186241,4,0.15885912
130826,186284,1,0.09146796
45229,186335,23,0.11968268
212453,186574,48,0.11200022
458768,186677,36,0.09191977
146667,186814,1,0.14288601
458768,186938,,0.14407746
570782,187008,9,0.12920347
481404,187026,39,0.1255124
18737,187963,1,0.15118979
404484,188322,1,0.1310141
127182,188415,42,0.15216948
531707,188567,1,0.06503208
212453,188668,29,0.118927605
194875,188781,6,0.080178805
194875,188820,5,0.13893703
69213,189060,1,0.14974399
127182,189150,,0.074479885
520324,189234,33,0.06609886
455624,189493,4,0.095406
481404,189789,,0.13915087
25096,189936,1,0.09172506
408112,190460,28,0.12433067
458768,190649,21,0.094920866
53505,190914,41,0.12788743
146667,190915,3,0.077672
212453,190936,8,0.1015026
31817,191258,1,0.062077507
255917,192106,,0.062762395
297578,192213,1,0.14949891
485895,192331,1,0.08021743
520324,192480,38,0.14169946
408112,193073,12,0.13308333
18737,193174,3,0.14572947
130826,193295,1,0.13148211
286907,193401,4,0.14216608
18737,193414,72,0.07966881
130826,193826,1,0.12432683
553094,193885,22,0.08523335
297578,194286,2,0.15055445
194875,194475,1,0.07562644
255917,194485,84,0.13958797
243495,195091,18,0.13900875
18737,195274,9,0.13463539
455624,195349,18,0.11414455
25096,195453,1,0.08199327
221502,195569,14,0.06538591
212453,195595,31,0.12123697
251065,195775,2,0.08301067
243495,195874,10,0.06597029
414510,196417,55,0.12787347
45229,196715,6,0.0645378
553094,196984,3,0.1552222
481404,197100,1,0.096468665
221502,197123,2,0.12944801
243495,197203,4,0.066037826
536343,197273,87,0.066002555
29187,197295,32,0.12461124
69213,197682,20,0.08234395
25096,197853,1,0.13957113
29187,197889,28,0.1388375
70774,198053,28,0.09088024
255917,198376,36,0.13969554
536343,198680,1,0.14020245
15272,198755,3,0.079236425
29187,199002,21,0.1520924
553094,199225,5,0.14003833
152120,199240,5,0.08135421
70774,199394,2,0.09561784
286907,199497,1,0.14810632
297578,199509,1,0.096091025
